Timestamp,Location,Occupancy Level
2025-03-13 23:00:37,Track Exercise Room,82%
2025-03-13 23:00:37,Open Space,39%
2025-03-13 23:00:37,Chandler Lounge,37%
2025-03-13 23:00:37,San Luis Lounge,21%
2025-03-13 23:15:38,Lower Exercise Room,34%
2025-03-13 23:15:38,Upper Exercise Room,56%
2025-03-13 23:15:38,Track Exercise Room,76%
2025-03-13 23:15:38,Open Space,37%
2025-03-13 23:15:38,Chandler Lounge,30%
2025-03-13 23:15:38,San Luis Lounge,24%
2025-03-13 23:45:37,Lower Exercise Room,24%
2025-03-13 23:45:37,Upper Exercise Room,40%
2025-03-13 23:45:37,Track Exercise Room,47%
2025-03-13 23:45:37,Open Space,35%
2025-03-13 23:45:37,Chandler Lounge,33%
2025-03-13 23:45:37,San Luis Lounge,21%
2025-03-14 00:00:37,Lower Exercise Room,14%
2025-03-14 00:00:37,Upper Exercise Room,13%
2025-03-14 00:00:37,Track Exercise Room,31%
2025-03-14 00:00:37,Open Space,31%
2025-03-14 00:00:37,Chandler Lounge,37%
2025-03-14 00:00:37,San Luis Lounge,20%
2025-03-14 00:15:38,Lower Exercise Room,1%
2025-03-14 00:15:38,Upper Exercise Room,0%
2025-03-14 00:15:38,Track Exercise Room,9%
2025-03-14 00:15:38,Open Space,27%
2025-03-14 00:15:38,Chandler Lounge,33%
2025-03-14 00:15:38,San Luis Lounge,19%
2025-03-14 00:30:37,Lower Exercise Room,1%
2025-03-14 00:30:37,Upper Exercise Room,0%
2025-03-14 00:30:37,Track Exercise Room,7%
2025-03-14 00:30:37,Open Space,24%
2025-03-14 00:30:37,Chandler Lounge,30%
2025-03-14 00:30:37,San Luis Lounge,16%
2025-03-14 00:45:37,Lower Exercise Room,1%
2025-03-14 00:45:37,Upper Exercise Room,0%
2025-03-14 00:45:37,Track Exercise Room,7%
2025-03-14 00:45:37,Open Space,21%
2025-03-14 00:45:37,Chandler Lounge,30%
2025-03-14 00:45:37,San Luis Lounge,15%
2025-03-14 01:00:37,Lower Exercise Room,0%
2025-03-14 01:00:37,Upper Exercise Room,0%
2025-03-14 01:00:37,Track Exercise Room,4%
2025-03-14 01:00:37,Open Space,18%
2025-03-14 01:00:37,Chandler Lounge,27%
2025-03-14 01:00:37,San Luis Lounge,13%
2025-03-14 01:30:37,Lower Exercise Room,1%
2025-03-14 01:30:37,Upper Exercise Room,0%
2025-03-14 01:30:37,Track Exercise Room,4%
2025-03-14 01:30:37,Open Space,18%
2025-03-14 01:30:37,Chandler Lounge,27%
2025-03-14 01:30:37,San Luis Lounge,9%
2025-03-14 02:00:38,Lower Exercise Room,1%
2025-03-14 02:00:38,Upper Exercise Room,0%
2025-03-14 02:00:38,Track Exercise Room,7%
2025-03-14 02:00:38,Open Space,14%
2025-03-14 02:00:38,Chandler Lounge,23%
2025-03-14 02:00:38,San Luis Lounge,4%
2025-03-14 02:15:38,Lower Exercise Room,1%
2025-03-14 02:15:38,Upper Exercise Room,0%
2025-03-14 02:15:38,Track Exercise Room,7%
2025-03-14 02:15:38,Open Space,12%
2025-03-14 02:15:38,Chandler Lounge,13%
2025-03-14 02:15:38,San Luis Lounge,1%
2025-03-14 02:30:38,Lower Exercise Room,0%
2025-03-14 02:30:38,Upper Exercise Room,0%
2025-03-14 02:30:38,Track Exercise Room,7%
2025-03-14 02:30:38,Open Space,10%
2025-03-14 02:30:38,Chandler Lounge,7%
2025-03-14 02:30:38,San Luis Lounge,0%
2025-03-14 02:45:37,Lower Exercise Room,0%
2025-03-14 02:45:37,Upper Exercise Room,0%
2025-03-14 02:45:37,Track Exercise Room,7%
2025-03-14 02:45:37,Open Space,4%
2025-03-14 02:45:37,Chandler Lounge,0%
2025-03-14 02:45:37,San Luis Lounge,0%
2025-03-14 03:00:37,Lower Exercise Room,0%
2025-03-14 03:00:37,Upper Exercise Room,0%
2025-03-14 03:00:37,Track Exercise Room,7%
2025-03-14 03:00:37,Open Space,4%
2025-03-14 03:00:37,Chandler Lounge,0%
2025-03-14 03:00:37,San Luis Lounge,1%
2025-03-14 03:15:37,Lower Exercise Room,1%
2025-03-14 03:15:37,Upper Exercise Room,0%
2025-03-14 03:15:37,Track Exercise Room,7%
2025-03-14 03:15:37,Open Space,4%
2025-03-14 03:15:37,Chandler Lounge,0%
2025-03-14 03:15:37,San Luis Lounge,1%
2025-03-14 03:30:37,Lower Exercise Room,0%
2025-03-14 03:30:37,Upper Exercise Room,0%
2025-03-14 03:30:37,Track Exercise Room,7%
2025-03-14 03:30:37,Open Space,3%
2025-03-14 03:30:37,Chandler Lounge,0%
2025-03-14 03:30:37,San Luis Lounge,3%
2025-03-14 03:45:37,Lower Exercise Room,1%
2025-03-14 03:45:37,Upper Exercise Room,0%
2025-03-14 03:45:37,Track Exercise Room,7%
2025-03-14 03:45:37,Open Space,3%
2025-03-14 03:45:37,Chandler Lounge,0%
2025-03-14 03:45:37,San Luis Lounge,1%
2025-03-14 04:00:37,Lower Exercise Room,1%
2025-03-14 04:00:37,Upper Exercise Room,0%
2025-03-14 04:00:37,Track Exercise Room,7%
2025-03-14 04:00:37,Open Space,1%
2025-03-14 04:00:37,Chandler Lounge,0%
2025-03-14 04:00:37,San Luis Lounge,1%
2025-03-14 04:15:37,Lower Exercise Room,0%
2025-03-14 04:15:37,Upper Exercise Room,0%
2025-03-14 04:15:37,Track Exercise Room,7%
2025-03-14 04:15:37,Open Space,1%
2025-03-14 04:15:37,Chandler Lounge,0%
2025-03-14 04:15:37,San Luis Lounge,0%
2025-03-14 04:45:37,Lower Exercise Room,1%
2025-03-14 04:45:37,Upper Exercise Room,0%
2025-03-14 04:45:37,Track Exercise Room,7%
2025-03-14 04:45:37,Open Space,3%
2025-03-14 04:45:37,Chandler Lounge,0%
2025-03-14 04:45:37,San Luis Lounge,0%
2025-03-14 05:00:37,Lower Exercise Room,0%
2025-03-14 05:00:37,Upper Exercise Room,0%
2025-03-14 05:00:37,Track Exercise Room,7%
2025-03-14 05:00:37,Open Space,2%
2025-03-14 05:00:37,Chandler Lounge,0%
2025-03-14 05:00:37,San Luis Lounge,0%
2025-03-14 05:15:37,Lower Exercise Room,1%
2025-03-14 05:15:37,Upper Exercise Room,0%
2025-03-14 05:15:37,Track Exercise Room,7%
2025-03-14 05:15:37,Open Space,2%
2025-03-14 05:15:37,Chandler Lounge,0%
2025-03-14 05:15:37,San Luis Lounge,0%
2025-03-14 05:45:37,Lower Exercise Room,1%
2025-03-14 05:45:37,Upper Exercise Room,1%
2025-03-14 05:45:37,Track Exercise Room,11%
2025-03-14 05:45:37,Open Space,3%
2025-03-14 05:45:37,Chandler Lounge,0%
2025-03-14 05:45:37,San Luis Lounge,0%
2025-03-14 06:15:37,Lower Exercise Room,14%
2025-03-14 06:15:37,Upper Exercise Room,34%
2025-03-14 06:15:37,Track Exercise Room,27%
2025-03-14 06:15:37,Open Space,2%
2025-03-14 06:15:37,Chandler Lounge,0%
2025-03-14 06:15:37,San Luis Lounge,0%
2025-03-14 06:30:37,Lower Exercise Room,27%
2025-03-14 06:30:37,Upper Exercise Room,42%
2025-03-14 06:30:37,Track Exercise Room,31%
2025-03-14 06:30:37,Open Space,1%
2025-03-14 06:30:37,Chandler Lounge,0%
2025-03-14 06:30:37,San Luis Lounge,0%
2025-03-14 06:45:37,Lower Exercise Room,31%
2025-03-14 06:45:37,Upper Exercise Room,42%
2025-03-14 06:45:37,Track Exercise Room,44%
2025-03-14 06:45:37,Open Space,1%
2025-03-14 06:45:37,Chandler Lounge,0%
2025-03-14 06:45:37,San Luis Lounge,0%
2025-03-14 07:15:37,Lower Exercise Room,21%
2025-03-14 07:15:37,Upper Exercise Room,39%
2025-03-14 07:15:37,Track Exercise Room,42%
2025-03-14 07:15:37,Open Space,1%
2025-03-14 07:15:37,Chandler Lounge,0%
2025-03-14 07:15:37,San Luis Lounge,0%
2025-03-14 07:30:37,Lower Exercise Room,12%
2025-03-14 07:30:37,Upper Exercise Room,41%
2025-03-14 07:30:37,Track Exercise Room,33%
2025-03-14 07:30:37,Open Space,3%
2025-03-14 07:30:37,Chandler Lounge,0%
2025-03-14 07:30:37,San Luis Lounge,0%
2025-03-14 07:45:37,Lower Exercise Room,13%
2025-03-14 07:45:37,Upper Exercise Room,42%
2025-03-14 07:45:37,Track Exercise Room,31%
2025-03-14 07:45:37,Open Space,4%
2025-03-14 07:45:37,Chandler Lounge,0%
2025-03-14 07:45:37,San Luis Lounge,0%
2025-03-14 08:30:37,Lower Exercise Room,28%
2025-03-14 08:30:37,Upper Exercise Room,51%
2025-03-14 08:30:37,Track Exercise Room,56%
2025-03-14 08:30:37,Open Space,8%
2025-03-14 08:30:37,Chandler Lounge,10%
2025-03-14 08:30:37,San Luis Lounge,3%
2025-03-14 10:00:37,Lower Exercise Room,48%
2025-03-14 10:00:37,Upper Exercise Room,93%
2025-03-14 10:00:37,Track Exercise Room,94%
2025-03-14 10:00:37,Open Space,28%
2025-03-14 10:00:37,Chandler Lounge,43%
2025-03-14 10:00:37,San Luis Lounge,9%
2025-03-14 10:15:38,Lower Exercise Room,46%
2025-03-14 10:15:38,Upper Exercise Room,86%
2025-03-14 10:15:38,Track Exercise Room,94%
2025-03-14 10:15:38,Open Space,34%
2025-03-14 10:15:38,Chandler Lounge,43%
2025-03-14 10:15:38,San Luis Lounge,11%
2025-03-14 10:30:37,Lower Exercise Room,49%
2025-03-14 10:30:37,Upper Exercise Room,94%
2025-03-14 10:30:37,Track Exercise Room,94%
2025-03-14 10:30:37,Open Space,37%
2025-03-14 10:30:37,Chandler Lounge,53%
2025-03-14 10:30:37,San Luis Lounge,16%
2025-03-14 10:45:37,Lower Exercise Room,35%
2025-03-14 10:45:37,Upper Exercise Room,94%
2025-03-14 10:45:37,Track Exercise Room,82%
2025-03-14 10:45:37,Open Space,43%
2025-03-14 10:45:37,Chandler Lounge,60%
2025-03-14 10:45:37,San Luis Lounge,19%
2025-03-14 11:00:37,Lower Exercise Room,49%
2025-03-14 11:00:37,Upper Exercise Room,94%
2025-03-14 11:00:37,Track Exercise Room,94%
2025-03-14 11:00:37,Open Space,45%
2025-03-14 11:00:37,Chandler Lounge,70%
2025-03-14 11:00:37,San Luis Lounge,19%
2025-03-14 11:15:37,Lower Exercise Room,48%
2025-03-14 11:15:37,Upper Exercise Room,94%
2025-03-14 11:15:37,Track Exercise Room,94%
2025-03-14 11:15:37,Open Space,44%
2025-03-14 11:15:37,Chandler Lounge,67%
2025-03-14 11:15:37,San Luis Lounge,18%
2025-03-14 11:30:37,Lower Exercise Room,55%
2025-03-14 11:30:37,Upper Exercise Room,94%
2025-03-14 11:30:37,Track Exercise Room,94%
2025-03-14 11:30:37,Open Space,46%
2025-03-14 11:30:37,Chandler Lounge,70%
2025-03-14 11:30:37,San Luis Lounge,19%
2025-03-14 11:45:37,Lower Exercise Room,41%
2025-03-14 11:45:37,Upper Exercise Room,94%
2025-03-14 11:45:37,Track Exercise Room,94%
2025-03-14 11:45:37,Open Space,44%
2025-03-14 11:45:37,Chandler Lounge,70%
2025-03-14 11:45:37,San Luis Lounge,23%
2025-03-14 12:00:37,Lower Exercise Room,52%
2025-03-14 12:00:37,Upper Exercise Room,94%
2025-03-14 12:00:37,Track Exercise Room,94%
2025-03-14 12:00:37,Open Space,46%
2025-03-14 12:00:37,Chandler Lounge,70%
2025-03-14 12:00:37,San Luis Lounge,24%
2025-03-14 12:15:37,Lower Exercise Room,56%
2025-03-14 12:15:37,Upper Exercise Room,94%
2025-03-14 12:15:37,Track Exercise Room,94%
2025-03-14 12:15:37,Open Space,48%
2025-03-14 12:15:37,Chandler Lounge,77%
2025-03-14 12:15:37,San Luis Lounge,24%
2025-03-14 12:30:37,Lower Exercise Room,52%
2025-03-14 12:30:37,Upper Exercise Room,94%
2025-03-14 12:30:37,Track Exercise Room,94%
2025-03-14 12:30:37,Open Space,52%
2025-03-14 12:30:37,Chandler Lounge,77%
2025-03-14 12:30:37,San Luis Lounge,26%
2025-03-14 12:45:37,Lower Exercise Room,58%
2025-03-14 12:45:37,Upper Exercise Room,94%
2025-03-14 12:45:37,Track Exercise Room,94%
2025-03-14 12:45:37,Open Space,54%
2025-03-14 12:45:37,Chandler Lounge,73%
2025-03-14 12:45:37,San Luis Lounge,28%
2025-03-14 13:00:37,Lower Exercise Room,52%
2025-03-14 13:00:37,Upper Exercise Room,94%
2025-03-14 13:00:37,Track Exercise Room,94%
2025-03-14 13:00:37,Open Space,57%
2025-03-14 13:00:37,Chandler Lounge,73%
2025-03-14 13:00:37,San Luis Lounge,29%
2025-03-14 13:15:37,Lower Exercise Room,53%
2025-03-14 13:15:37,Upper Exercise Room,94%
2025-03-14 13:15:37,Track Exercise Room,94%
2025-03-14 13:15:37,Open Space,54%
2025-03-14 13:15:37,Chandler Lounge,70%
2025-03-14 13:15:37,San Luis Lounge,29%
2025-03-14 13:30:37,Lower Exercise Room,60%
2025-03-14 13:30:37,Upper Exercise Room,94%
2025-03-14 13:30:37,Track Exercise Room,94%
2025-03-14 13:30:37,Open Space,49%
2025-03-14 13:30:37,Chandler Lounge,73%
2025-03-14 13:30:37,San Luis Lounge,36%
2025-03-14 13:45:38,Lower Exercise Room,65%
2025-03-14 13:45:38,Upper Exercise Room,94%
2025-03-14 13:45:38,Track Exercise Room,94%
2025-03-14 13:45:38,Open Space,53%
2025-03-14 13:45:38,Chandler Lounge,77%
2025-03-14 13:45:38,San Luis Lounge,43%
2025-03-14 14:15:37,Lower Exercise Room,64%
2025-03-14 14:15:37,Upper Exercise Room,94%
2025-03-14 14:15:37,Track Exercise Room,94%
2025-03-14 14:15:37,Open Space,51%
2025-03-14 14:15:37,Chandler Lounge,70%
2025-03-14 14:15:37,San Luis Lounge,43%
2025-03-14 14:30:38,Lower Exercise Room,45%
2025-03-14 14:30:38,Upper Exercise Room,94%
2025-03-14 14:30:38,Track Exercise Room,94%
2025-03-14 14:30:38,Open Space,51%
2025-03-14 14:30:38,Chandler Lounge,70%
2025-03-14 14:30:38,San Luis Lounge,39%
2025-03-14 14:45:37,Lower Exercise Room,49%
2025-03-14 14:45:37,Upper Exercise Room,94%
2025-03-14 14:45:37,Track Exercise Room,94%
2025-03-14 14:45:37,Open Space,51%
2025-03-14 14:45:37,Chandler Lounge,60%
2025-03-14 14:45:37,San Luis Lounge,41%
2025-03-14 15:00:37,Lower Exercise Room,64%
2025-03-14 15:00:37,Upper Exercise Room,94%
2025-03-14 15:00:37,Track Exercise Room,94%
2025-03-14 15:00:37,Open Space,51%
2025-03-14 15:00:37,Chandler Lounge,60%
2025-03-14 15:00:37,San Luis Lounge,43%
2025-03-14 15:15:37,Lower Exercise Room,62%
2025-03-14 15:15:37,Upper Exercise Room,94%
2025-03-14 15:15:37,Track Exercise Room,94%
2025-03-14 15:15:37,Open Space,48%
2025-03-14 15:15:37,Chandler Lounge,60%
2025-03-14 15:15:37,San Luis Lounge,40%
2025-03-14 15:30:37,Lower Exercise Room,56%
2025-03-14 15:30:37,Upper Exercise Room,94%
2025-03-14 15:30:37,Track Exercise Room,94%
2025-03-14 15:30:37,Open Space,51%
2025-03-14 15:30:37,Chandler Lounge,53%
2025-03-14 15:30:37,San Luis Lounge,40%
2025-03-14 15:45:37,Lower Exercise Room,59%
2025-03-14 15:45:37,Upper Exercise Room,94%
2025-03-14 15:45:37,Track Exercise Room,94%
2025-03-14 15:45:37,Open Space,53%
2025-03-14 15:45:37,Chandler Lounge,57%
2025-03-14 15:45:37,San Luis Lounge,35%
2025-03-14 16:15:37,Lower Exercise Room,67%
2025-03-14 16:15:37,Upper Exercise Room,94%
2025-03-14 16:15:37,Track Exercise Room,94%
2025-03-14 16:15:37,Open Space,44%
2025-03-14 16:15:37,Chandler Lounge,57%
2025-03-14 16:15:37,San Luis Lounge,31%
2025-03-14 16:30:37,Lower Exercise Room,73%
2025-03-14 16:30:37,Upper Exercise Room,94%
2025-03-14 16:30:37,Track Exercise Room,94%
2025-03-14 16:30:37,Open Space,38%
2025-03-14 16:30:37,Chandler Lounge,57%
2025-03-14 16:30:37,San Luis Lounge,33%
2025-03-14 16:45:37,Lower Exercise Room,75%
2025-03-14 16:45:37,Upper Exercise Room,94%
2025-03-14 16:45:37,Track Exercise Room,94%
2025-03-14 16:45:37,Open Space,39%
2025-03-14 16:45:37,Chandler Lounge,57%
2025-03-14 16:45:37,San Luis Lounge,35%
2025-03-14 17:00:37,Lower Exercise Room,61%
2025-03-14 17:00:37,Upper Exercise Room,94%
2025-03-14 17:00:37,Track Exercise Room,94%
2025-03-14 17:00:37,Open Space,36%
2025-03-14 17:00:37,Chandler Lounge,53%
2025-03-14 17:00:37,San Luis Lounge,34%
2025-03-14 17:30:37,Lower Exercise Room,62%
2025-03-14 17:30:37,Upper Exercise Room,94%
2025-03-14 17:30:37,Track Exercise Room,94%
2025-03-14 17:30:37,Open Space,29%
2025-03-14 17:30:37,Chandler Lounge,43%
2025-03-14 17:30:37,San Luis Lounge,26%
2025-03-14 17:45:37,Lower Exercise Room,86%
2025-03-14 17:45:37,Upper Exercise Room,94%
2025-03-14 17:45:37,Track Exercise Room,94%
2025-03-14 17:45:37,Open Space,29%
2025-03-14 17:45:37,Chandler Lounge,47%
2025-03-14 17:45:37,San Luis Lounge,28%
2025-03-14 18:00:37,Lower Exercise Room,64%
2025-03-14 18:00:37,Upper Exercise Room,93%
2025-03-14 18:00:37,Track Exercise Room,94%
2025-03-14 18:00:37,Open Space,34%
2025-03-14 18:00:37,Chandler Lounge,53%
2025-03-14 18:00:37,San Luis Lounge,29%
2025-03-14 18:15:37,Lower Exercise Room,62%
2025-03-14 18:15:37,Upper Exercise Room,94%
2025-03-14 18:15:37,Track Exercise Room,94%
2025-03-14 18:15:37,Open Space,32%
2025-03-14 18:15:37,Chandler Lounge,47%
2025-03-14 18:15:37,San Luis Lounge,25%
2025-03-14 18:30:38,Lower Exercise Room,49%
2025-03-14 18:30:38,Upper Exercise Room,94%
2025-03-14 18:30:38,Track Exercise Room,94%
2025-03-14 18:30:38,Open Space,32%
2025-03-14 18:30:38,Chandler Lounge,43%
2025-03-14 18:30:38,San Luis Lounge,18%
2025-03-14 18:45:36,Lower Exercise Room,54%
2025-03-14 18:45:36,Upper Exercise Room,94%
2025-03-14 18:45:36,Track Exercise Room,91%
2025-03-14 18:45:36,Open Space,32%
2025-03-14 18:45:36,Chandler Lounge,47%
2025-03-14 18:45:36,San Luis Lounge,19%
2025-03-14 19:00:37,Lower Exercise Room,55%
2025-03-14 19:00:37,Upper Exercise Room,87%
2025-03-14 19:00:37,Track Exercise Room,93%
2025-03-14 19:00:37,Open Space,36%
2025-03-14 19:00:37,Chandler Lounge,53%
2025-03-14 19:00:37,San Luis Lounge,20%
2025-03-14 19:15:37,Lower Exercise Room,41%
2025-03-14 19:15:37,Upper Exercise Room,80%
2025-03-14 19:15:37,Track Exercise Room,84%
2025-03-14 19:15:37,Open Space,34%
2025-03-14 19:15:37,Chandler Lounge,53%
2025-03-14 19:15:37,San Luis Lounge,18%
2025-03-14 19:30:38,Lower Exercise Room,40%
2025-03-14 19:30:38,Upper Exercise Room,87%
2025-03-14 19:30:38,Track Exercise Room,78%
2025-03-14 19:30:38,Open Space,34%
2025-03-14 19:30:38,Chandler Lounge,50%
2025-03-14 19:30:38,San Luis Lounge,13%
2025-03-14 19:45:37,Lower Exercise Room,47%
2025-03-14 19:45:37,Upper Exercise Room,72%
2025-03-14 19:45:37,Track Exercise Room,93%
2025-03-14 19:45:37,Open Space,31%
2025-03-14 19:45:37,Chandler Lounge,43%
2025-03-14 19:45:37,San Luis Lounge,15%
2025-03-14 20:00:37,Lower Exercise Room,27%
2025-03-14 20:00:37,Upper Exercise Room,64%
2025-03-14 20:00:37,Track Exercise Room,80%
2025-03-14 20:00:37,Open Space,31%
2025-03-14 20:00:37,Chandler Lounge,47%
2025-03-14 20:00:37,San Luis Lounge,16%
2025-03-14 20:15:37,Lower Exercise Room,46%
2025-03-14 20:15:37,Upper Exercise Room,57%
2025-03-14 20:15:37,Track Exercise Room,89%
2025-03-14 20:15:37,Open Space,34%
2025-03-14 20:15:37,Chandler Lounge,40%
2025-03-14 20:15:37,San Luis Lounge,14%
2025-03-14 20:30:37,Lower Exercise Room,35%
2025-03-14 20:30:37,Upper Exercise Room,64%
2025-03-14 20:30:37,Track Exercise Room,71%
2025-03-14 20:30:37,Open Space,30%
2025-03-14 20:30:37,Chandler Lounge,37%
2025-03-14 20:30:37,San Luis Lounge,13%
2025-03-14 20:45:38,Lower Exercise Room,35%
2025-03-14 20:45:38,Upper Exercise Room,56%
2025-03-14 20:45:38,Track Exercise Room,60%
2025-03-14 20:45:38,Open Space,29%
2025-03-14 20:45:38,Chandler Lounge,37%
2025-03-14 20:45:38,San Luis Lounge,14%
2025-03-14 21:15:37,Lower Exercise Room,28%
2025-03-14 21:15:37,Upper Exercise Room,44%
2025-03-14 21:15:37,Track Exercise Room,49%
2025-03-14 21:15:37,Open Space,22%
2025-03-14 21:15:37,Chandler Lounge,30%
2025-03-14 21:15:37,San Luis Lounge,9%
2025-03-14 21:30:37,Lower Exercise Room,24%
2025-03-14 21:30:37,Upper Exercise Room,50%
2025-03-14 21:30:37,Track Exercise Room,47%
2025-03-14 21:30:37,Open Space,19%
2025-03-14 21:30:37,Chandler Lounge,33%
2025-03-14 21:30:37,San Luis Lounge,8%
2025-03-14 21:45:37,Lower Exercise Room,27%
2025-03-14 21:45:37,Upper Exercise Room,39%
2025-03-14 21:45:37,Track Exercise Room,38%
2025-03-14 21:45:37,Open Space,18%
2025-03-14 21:45:37,Chandler Lounge,33%
2025-03-14 21:45:37,San Luis Lounge,8%
2025-03-14 22:00:37,Lower Exercise Room,27%
2025-03-14 22:00:37,Upper Exercise Room,39%
2025-03-14 22:00:37,Track Exercise Room,47%
2025-03-14 22:00:37,Open Space,19%
2025-03-14 22:00:37,Chandler Lounge,33%
2025-03-14 22:00:37,San Luis Lounge,8%
2025-03-14 22:15:37,Lower Exercise Room,28%
2025-03-14 22:15:37,Upper Exercise Room,52%
2025-03-14 22:15:37,Track Exercise Room,38%
2025-03-14 22:15:37,Open Space,18%
2025-03-14 22:15:37,Chandler Lounge,33%
2025-03-14 22:15:37,San Luis Lounge,8%
2025-03-14 22:30:37,Lower Exercise Room,35%
2025-03-14 22:30:37,Upper Exercise Room,38%
2025-03-14 22:30:37,Track Exercise Room,33%
2025-03-14 22:30:37,Open Space,21%
2025-03-14 22:30:37,Chandler Lounge,33%
2025-03-14 22:30:37,San Luis Lounge,9%
2025-03-14 22:45:37,Lower Exercise Room,20%
2025-03-14 22:45:37,Upper Exercise Room,34%
2025-03-14 22:45:37,Track Exercise Room,47%
2025-03-14 22:45:37,Open Space,21%
2025-03-14 22:45:37,Chandler Lounge,30%
2025-03-14 22:45:37,San Luis Lounge,11%
2025-03-14 23:00:37,Lower Exercise Room,15%
2025-03-14 23:00:37,Upper Exercise Room,31%
2025-03-14 23:00:37,Track Exercise Room,56%
2025-03-14 23:00:37,Open Space,18%
2025-03-14 23:00:37,Chandler Lounge,27%
2025-03-14 23:00:37,San Luis Lounge,10%
2025-03-14 23:15:38,Lower Exercise Room,15%
2025-03-14 23:15:38,Upper Exercise Room,26%
2025-03-14 23:15:38,Track Exercise Room,47%
2025-03-14 23:15:38,Open Space,18%
2025-03-14 23:15:38,Chandler Lounge,27%
2025-03-14 23:15:38,San Luis Lounge,10%
2025-03-14 23:30:37,Lower Exercise Room,15%
2025-03-14 23:30:37,Upper Exercise Room,26%
2025-03-14 23:30:37,Track Exercise Room,44%
2025-03-14 23:30:37,Open Space,20%
2025-03-14 23:30:37,Chandler Lounge,23%
2025-03-14 23:30:37,San Luis Lounge,8%
2025-03-14 23:45:38,Lower Exercise Room,11%
2025-03-14 23:45:38,Upper Exercise Room,21%
2025-03-14 23:45:38,Track Exercise Room,38%
2025-03-14 23:45:38,Open Space,16%
2025-03-14 23:45:38,Chandler Lounge,23%
2025-03-14 23:45:38,San Luis Lounge,8%
2025-03-15 00:15:37,Lower Exercise Room,0%
2025-03-15 00:15:37,Upper Exercise Room,0%
2025-03-15 00:15:37,Track Exercise Room,4%
2025-03-15 00:15:37,Open Space,13%
2025-03-15 00:15:37,Chandler Lounge,20%
2025-03-15 00:15:37,San Luis Lounge,6%
2025-03-15 00:30:37,Lower Exercise Room,0%
2025-03-15 00:30:37,Upper Exercise Room,0%
2025-03-15 00:30:37,Track Exercise Room,4%
2025-03-15 00:30:37,Open Space,11%
2025-03-15 00:30:37,Chandler Lounge,20%
2025-03-15 00:30:37,San Luis Lounge,4%
2025-03-15 00:45:37,Lower Exercise Room,0%
2025-03-15 00:45:37,Upper Exercise Room,0%
2025-03-15 00:45:37,Track Exercise Room,4%
2025-03-15 00:45:37,Open Space,11%
2025-03-15 00:45:37,Chandler Lounge,20%
2025-03-15 00:45:37,San Luis Lounge,5%
2025-03-15 01:00:38,Lower Exercise Room,0%
2025-03-15 01:00:38,Upper Exercise Room,0%
2025-03-15 01:00:38,Track Exercise Room,4%
2025-03-15 01:00:38,Open Space,13%
2025-03-15 01:00:38,Chandler Lounge,23%
2025-03-15 01:00:38,San Luis Lounge,5%
2025-03-15 02:00:37,Lower Exercise Room,0%
2025-03-15 02:00:37,Upper Exercise Room,0%
2025-03-15 02:00:37,Track Exercise Room,15%
2025-03-15 02:00:37,Open Space,8%
2025-03-15 02:00:37,Chandler Lounge,3%
2025-03-15 02:00:37,San Luis Lounge,3%
2025-03-15 02:15:37,Lower Exercise Room,0%
2025-03-15 02:15:37,Upper Exercise Room,0%
2025-03-15 02:15:37,Track Exercise Room,15%
2025-03-15 02:15:37,Open Space,3%
2025-03-15 02:15:37,Chandler Lounge,0%
2025-03-15 02:15:37,San Luis Lounge,4%
2025-03-15 02:30:37,Lower Exercise Room,0%
2025-03-15 02:30:37,Upper Exercise Room,0%
2025-03-15 02:30:37,Track Exercise Room,15%
2025-03-15 02:30:37,Open Space,4%
2025-03-15 02:30:37,Chandler Lounge,3%
2025-03-15 02:30:37,San Luis Lounge,4%
2025-03-15 02:45:37,Lower Exercise Room,0%
2025-03-15 02:45:37,Upper Exercise Room,0%
2025-03-15 02:45:37,Track Exercise Room,15%
2025-03-15 02:45:37,Open Space,4%
2025-03-15 02:45:37,Chandler Lounge,3%
2025-03-15 02:45:37,San Luis Lounge,5%
2025-03-15 03:15:37,Lower Exercise Room,0%
2025-03-15 03:15:37,Upper Exercise Room,0%
2025-03-15 03:15:37,Track Exercise Room,15%
2025-03-15 03:15:37,Open Space,3%
2025-03-15 03:15:37,Chandler Lounge,3%
2025-03-15 03:15:37,San Luis Lounge,1%
2025-03-15 03:30:37,Lower Exercise Room,1%
2025-03-15 03:30:37,Upper Exercise Room,0%
2025-03-15 03:30:37,Track Exercise Room,15%
2025-03-15 03:30:37,Open Space,4%
2025-03-15 03:30:37,Chandler Lounge,0%
2025-03-15 03:30:37,San Luis Lounge,1%
2025-03-15 03:45:37,Lower Exercise Room,0%
2025-03-15 03:45:37,Upper Exercise Room,0%
2025-03-15 03:45:37,Track Exercise Room,15%
2025-03-15 03:45:37,Open Space,3%
2025-03-15 03:45:37,Chandler Lounge,0%
2025-03-15 03:45:37,San Luis Lounge,3%
2025-03-15 04:15:37,Lower Exercise Room,1%
2025-03-15 04:15:37,Upper Exercise Room,0%
2025-03-15 04:15:37,Track Exercise Room,15%
2025-03-15 04:15:37,Open Space,0%
2025-03-15 04:15:37,Chandler Lounge,0%
2025-03-15 04:15:37,San Luis Lounge,3%
2025-03-15 04:30:37,Lower Exercise Room,1%
2025-03-15 04:30:37,Upper Exercise Room,0%
2025-03-15 04:30:37,Track Exercise Room,15%
2025-03-15 04:30:37,Open Space,3%
2025-03-15 04:30:37,Chandler Lounge,0%
